,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Category,Desc
3465,0553293354,Foundation (Foundation Novels (Paperback)),ISAAC ASIMOV,1991,Spectra,Fiction,"A band of psychologists, under the leadership of psychohistorian Hari Seldon, plant a colony to encourage art, science, and technology in the declining Galactic Empire and to preserve the accumulated knowledge of humankind. Reader's Guide available. Reissue."
3466,0312973055,Robert Ludlum's The Hades Factor,Robert Ludlum,2001,St. Martin's Paperbacks,Fiction,"When an unknown virus strikes the United States, Jonathan Smith, an Army medical researcher, escapes several assassination attempts, only to discover that his fiancee is one of the victims, and that all his research is being blocked."
3467,0553382179,Sink Reflections,MARLA CILLEY,2002,Bantam,,
3468,051511054X,Bygones,LaVyrle Spencer,1996,Jove Books,Fiction,"Bess Curran is shaken from her comfortable, independent, post-divorce life when her daughter becomes pregnant and plans a wedding in which she asks both parents to walk her down the aisle"
3469,0553089226,The Clinic,Jonathan Kellerman,1997,Bantam,Fiction,"After an unsuccessful three-month investigation into the murder of psychology professor Hope Devane, author of a best-selling anti-male polemic, homicide detective Milo Sturgis calls in psychologist Alex Delaware to uncover a motive for the cold-blooded stalking and killing. 220,000 first printing. BOMC Main."
3470,0446364789,"Snake, the Crocodile & the Dog, The (Amelia Peabody Mysteries (Paperback))",Elizabeth Peters,1994,Warner Books,,
3471,0451151224,The Running Man,Stephen King,1987,Signet Book,,
3472,0425109720,Patriot Games (Jack Ryan Novels),Tom Clancy,1992,Berkley Publishing Group,Fiction,"Tom Clancy's Patriot Games is filled with the exceptional realism and authenticity that distinguished the author's two previous bestsellers, Hunt for Red October and Red Storm Rising. Patriot Games puts us on the cutting edge of another type of war -- the international battle of terrorism.Years before the defection of a Soviet submarine will send him hurtling into confrontation with the Soviets in Red October, Jack Ryan, historian, ex-marine, and CIA analyst, is vacationing in London when the Ulster Liberation Army makes a terrorist attack on the Prince and Princess of Wales. By instinctively diving forward to break up the attack, he gains both the gratitude of a nation and the hatred of its most dangerous men. Jack Ryan must summon all of the skills and knowledge at his command to battle back against his nemesis."
3473,0671670646,Gates of Paradise,V.C. Andrews,1989,Pocket,Orphans,"Annie Casteel Stonewall, crippled and orphaned by the car crash that killed her parents, continues to be haunted by the sinister Casteel spell. Copyright © Libri GmbH. All rights reserved."
3474,0671028006,Misty (Wildflowers),V.C. Andrews,1999,Pocket,Fiction,"During a group therapy session, Misty, the child of divorced parents who use her to inflict pain on each other, reveals her own dark secret, her hatred of her warring parents, in the first volume in the new Wildflowers miniseries. Original."
3475,0345335708,"Castle of Wizardry (The Belgariad, Book 4)",David Eddings,1991,Del Rey Books,Fiction,Garion regains the Orb and struggles to escape from the brutal Murgo soldiers and the deadly magic spells of Grolim Hierachs
3476,0425142868,McNally's Risk (Archy McNally Novels (Paperback)),Lawrence Sanders,1994,Berkley Publishing Group,Fiction,"A butterfly tattoo in a very private place could be the key to helping Archy McNally solve a murder spree in the sweaty, seedy, society of Palm Beach"
3477,0425137457,McNally's Luck (Archy McNally Novels (Paperback)),Lawrence Sanders,1993,Berkley Publishing Group,Fiction,Florida sleuth Archy McNally's search for a purloined cat turns deadly when a prominent woman is brutally murdered
3478,042514755X,McNally's Trial (Archy McNally Novels (Paperback)),Lawrence Sanders,1995,Berkley Publishing Group,Fiction,"When the Whitcomb family starts making a killing in the funeral home business, McNally starts investigating this strange and deadly phenomenon. Reissue."
3479,0671759345,Ruby (Landry),V.C. Andrews,1994,Pocket,Fiction,"Ruby Landry finds her simple life in the Louisiana bayou changing when she meets and falls in love with Paul Tate, a man from the right side of the tracks. Simultaneous."
3480,0671670662,WEB OF DREAMS (Casteel Saga (Paperback)),V.C. Andrews,1990,Pocket,Fiction,"Relates the story of Heaven Casteel's mother, Leigh, and how she came to be in the hills of West Virginia."
3481,0425116417,Timothy's Game,Lawrence Sanders,1999,Berkley Publishing Group,Fiction,"The unforgettable detective introduced in The Timothy Files returns in a game of scandals, scams, and gangland massacres."
3482,042512164X,Capital Crimes,Lawrence Sanders,2000,Berkley Publishing Group,"Lee, Will (Fictitious character)",
3483,0440203856,Zoya,Danielle Steel,1989,Dell,Fiction,"Chronicles the life of Zoya, a Russian immigrant, as she makes a new life for herself in America despite the complications of war and the Great Depression."
3484,0440126894,Full Circle,Danielle Steel,1985,Dell,Fiction,"Jean Roberts, having sought security in a wealthy man's love, finds that her values have betrayed her daughter Tana, who casts her destiny with the civil rights movement"
3485,0553264079,I'll Take Manhattan,Judith Krantz,1987,Bantam Books,Fiction,"Maxi Amberville, twenty-nine and divorced three times, decides to take over her late father's fashion magazine, in order to save it from her greedy and unscrupulous uncle"
3486,0060080841,The Stepford Wives,Ira Levin,2002,Perennial,,
3487,0441005241,"Burnt Offerings (Anita Blake, Vampire Hunter)",Laurell K. Hamilton,2001,Ace Books,,
3488,0441004520,Killing Dance (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,Ace Books,Fiction,"With a price on her head and professional hitmen on her trail, Anita Blake, vampire killer and expert on the supernatural, receives unexpected assistance from an alpha werewolf and a master vampire. Original."
3489,0441003745,Bloody Bones (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,2001,ACE Charter,Fiction,"Hired to exhume two-hundred-year-old graves in the wake of a land dispute, Anita Blake becomes involved in local murders involving three dead teenagers and a bloodless corpse that makes her suspect that an evil force is preying upon the town. Reissue."
3490,0385306040,Malice,Danielle Steel,1996,Delacorte Press,Fiction,"From an Illinois women's prison to a modeling agency to a challenging career in New York, Grace Adams carries the pain and betrayal of her past, until she finds true happiness in the arms of New York attorney Charles Mackenzie, but her new life is threatened by an old enemy who will do anything to destroy her."
3491,0330334026,Mad Cows,Kathy Lette,1997,Pan Books - Macmillan UK,Fiction,"Maddy`s first day out with her newborn takes a Kafkaesque turn when she`s arrested for shoplifting. The only person she can turn to is her ex-lover Alex, who proves himself as useful as a solar-powered vibrator on a rainy day. How do you brief a lawyer with a heat-seaking penis? And why is Maddy`s friend Gillian searching for a sperm happy to get egg all over its face?"
3492,0440211891,Heartbeat,Danielle Steel,1992,Dell,Fiction,"When Adrian Townsend and Bill Thigpen first bump into each other during a midnight trip to the supermarket, neither of them expects to fall in love, but the two forge an unlikely relationship"
3493,0451204956,Bad Boy,Olivia Goldsmith,2002,Signet Book,Fiction,"Best friends Tracie and Jonny regularly commiserate with each other on their unlucky love lives, but when Jonny uses Tracie's advice and becomes a successful ladies' man, Tracie finds herself falling head-over-heels in love with her friend. Reprint."
3494,0515124214,Inner Harbor (Quinn Brothers (Paperback)),Nora Roberts,2001,Jove Books,,
3495,0380820889,Blindsighted,Karin Slaughter,2002,HarperTorch,,
3496,0440213282,No Greater Love,Danielle Steel,1992,Dell,Fiction,"A survivor, along with her younger siblings, of the sinking of the Titanic, which killed her parents, Edwina Winfield returns to San Francisco and takes on the responsibilities of raising a family. Reprint."
3497,0385425074,Backlash: The Undeclared War Against American Women,Susan Faludi,1992,Anchor,Political Science,"A look at the current trend in antifeminism in America reveals the biases against women in film, television, fashion, science, law, and politics, explaining how women have lost ground in their quest for equal rights. Reprint."
